#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 01 01 12 00 300 12.0 16.0    MM    MM    MM  MM 1006.9  13.5    MM    MM   MM +0.0    MM
2023 01 01 11 50 300 12.0 14.0   2.6     9   6.2 255 1006.6  13.6    MM    MM   MM   MM    MM
2023 01 01 11 40 300 11.0 14.0   2.6    MM   6.2 255 1006.6  13.6  14.1    MM   MM   MM    MM
2023 01 01 11 30 300 10.0 13.0    MM    MM    MM  MM 1006.6  13.7  14.1    MM   MM   MM    MM
2023 01 01 11 20 300 10.0 13.0   2.6    12   6.3 252 1006.7  13.7  14.1    MM   MM   MM    MM
2023 01 01 11 10 310 11.0 13.0   2.6    MM   6.3 252 1006.8  13.8  14.1    MM   MM   MM    MM
2023 01 01 11 00 300 10.0 13.0    MM    MM    MM  MM 1006.8  13.6    MM    MM   MM +0.4    MM
2023 01 01 10 50 300 11.0 14.0   2.4    MM   5.9 246 1007.2  13.6  14.0    MM   MM   MM    MM
2023 01 01 10 40 300 12.0 14.0    MM    MM    MM  MM 1007.0  13.6  14.0    MM   MM   MM    MM
2023 01 01 10 30 300 11.0 15.0    MM    MM    MM  MM 1006.9  13.5  14.0    MM   MM   MM    MM
2023 01 01 10 20 290 12.0 15.0   2.4    11   5.9 284 1007.1  13.5  14.0    MM   MM   MM    MM
2023 01 01 10 10 290 11.0 14.0   2.4    MM   5.9 284 1007.1  13.8  14.0    MM   MM   MM    MM
2023 01 01 10 00 310  9.0 13.0    MM    MM    MM  MM 1007.1  14.0    MM    MM   MM +0.5    MM
2023 01 01 09 50 310 11.0 14.0   2.2    14   5.7 268 1007.1  13.9    MM    MM   MM   MM    MM
2023 01 01 09 40 310 11.0 15.0    MM    MM    MM  MM 1006.9  13.9  14.0    MM   MM   MM    MM
2023 01 01 09 30 300 13.0 17.0    MM    MM    MM  MM 1006.9  13.8  14.0    MM   MM   MM    MM
2023 01 01 09 20 290 12.0 16.0   2.2    MM   5.8 245 1006.6  13.4  14.0    MM   MM   MM    MM
2023 01 01 09 10 290 12.0 15.0    MM    MM    MM  MM 1006.5  12.9  14.0    MM   MM   MM    MM
2023 01 01 09 00 290 12.0 16.0    MM    MM    MM  MM 1006.6  13.2    MM    MM   MM +0.0    MM
2023 01 01 08 50 290 11.0 16.0   2.2    11   5.6 272 1006.8  13.3  14.0    MM   MM   MM    MM
2023 01 01 08 40 290 13.0 16.0    MM    MM    MM  MM 1006.6  13.4  14.0    MM   MM   MM    MM
2023 01 01 08 30 300 12.0 16.0    MM    MM    MM  MM 1006.6  13.4  14.0    MM   MM   MM    MM
2023 01 01 08 20 300 12.0 15.0   2.0    11   5.4 263 1006.6  13.5  14.1    MM   MM   MM    MM
2023 01 01 08 10 290 13.0 16.0   2.0    MM   5.4 263 1006.6  13.5  14.0    MM   MM   MM    MM
2023 01 01 08 00 290 13.0 16.0    MM    MM    MM  MM 1006.6  13.4    MM    MM   MM +0.5    MM
2023 01 01 07 50 290 12.0 17.0   1.8    11   5.5 242 1006.6  13.4    MM    MM   MM   MM    MM
2023 01 01 07 40 290 12.0 16.0   1.8    MM   5.5 242 1006.7  13.4  14.1    MM   MM   MM    MM
2023 01 01 07 30 290 12.0 14.0    MM    MM    MM  MM 1006.6  13.6  14.2    MM   MM   MM    MM
2023 01 01 07 20 280 10.0 13.0   1.9    11   5.5 263 1006.6  13.5  14.3    MM   MM   MM    MM
2023 01 01 07 10 270 10.0 13.0   1.9    MM   5.5 263 1006.6  13.4  14.3    MM   MM   MM    MM
2023 01 01 07 00 280 11.0 13.0    MM    MM    MM  MM 1006.7  13.8  14.3    MM   MM -0.0    MM
2023 01 01 06 50 280 10.0 13.0   1.8    MM   5.5 251 1006.9  14.0  14.3    MM   MM   MM    MM
2023 01 01 06 40 280 10.0 13.0   1.8    MM   5.5 251 1006.6  14.0  14.4    MM   MM   MM    MM
2023 01 01 06 30 290 10.0 13.0    MM    MM    MM  MM 1006.6  13.9  14.4    MM   MM   MM    MM
2023 01 01 06 20 290 12.0 16.0   1.7    11   5.7 268 1006.7  13.9    MM    MM   MM   MM    MM
2023 01 01 06 10 290 13.0 16.0   1.7    MM   5.7 268 1006.6  13.9  14.5    MM   MM   MM    MM
2023 01 01 06 00 290 12.0 15.0    MM    MM    MM  MM 1006.3  14.1    MM    MM   MM -2.1    MM
2023 01 01 05 50 280  9.0 13.0   1.7    11   5.9 265 1006.1  14.0  14.5    MM   MM   MM    MM
2023 01 01 05 40 290  7.0  8.0    MM    MM    MM  MM 1006.1  13.8  14.6    MM   MM   MM    MM
2023 01 01 05 30 280  7.0  9.0    MM    MM    MM  MM 1006.1  13.8  14.5    MM   MM   MM    MM
2023 01 01 05 20 270  7.0  9.0   1.6    11   5.5 264 1006.1  14.0    MM    MM   MM   MM    MM
2023 01 01 05 10 250  9.0 13.0   1.6    MM   5.5 264 1006.1  14.1  14.6    MM   MM   MM    MM
2023 01 01 05 00 240 11.0 14.0    MM    MM    MM  MM 1006.0  14.0    MM    MM   MM -2.3    MM
2023 01 01 04 50 240 11.0 14.0   1.5    11   5.9 267 1006.1  14.4    MM    MM   MM   MM    MM
2023 01 01 04 40 230 11.0 13.0   1.5    MM   5.9 267 1006.1  14.7  14.6    MM   MM   MM    MM
2023 01 01 04 30 220 10.0 13.0    MM    MM    MM  MM 1006.2  14.6  14.6    MM   MM   MM    MM
2023 01 01 04 20 210  7.0  9.0   1.3    11   5.5 268 1006.5  14.6  14.6    MM   MM   MM    MM
2023 01 01 04 10 180  6.0  7.0   1.3    MM   5.5 268 1006.5  14.6  14.6    MM   MM   MM    MM
2023 01 01 04 00 140  5.0  6.0    MM    MM    MM  MM 1006.4  14.5    MM    MM   MM -3.2    MM
2023 01 01 03 50 140  5.0  6.0   1.6    11   6.4 261 1006.6  14.4    MM    MM   MM   MM    MM
2023 01 01 03 40 150  3.0  5.0    MM    MM    MM  MM 1006.7  14.4  14.6    MM   MM   MM    MM
2023 01 01 03 30 200  5.0  7.0    MM    MM    MM  MM 1007.7  14.3  14.6    MM   MM   MM    MM
2023 01 01 03 20 230  4.0  6.0   1.4    11   6.3 264 1007.9  14.2    MM    MM   MM   MM    MM
2023 01 01 03 10 260  6.0  9.0   1.4    MM   6.3 264 1008.4  14.4  14.6    MM   MM   MM    MM
2023 01 01 03 00 200  3.0  6.0    MM    MM    MM  MM 1008.3  14.4    MM    MM   MM -2.6    MM
2023 01 01 02 50 160  3.0  4.0   1.6    MM   6.2 270 1008.6  14.3  14.6    MM   MM   MM    MM
2023 01 01 02 40 150  3.0  4.0   1.6    MM   6.2 270 1008.1  14.4  14.6    MM   MM   MM    MM
2023 01 01 02 30 170  5.0  7.0    MM    MM    MM  MM 1008.1  14.5  14.6    MM   MM   MM    MM
2023 01 01 02 20 180  6.0  7.0   1.4    12   5.5 263 1008.0  14.6  14.6    MM   MM   MM    MM
2023 01 01 02 10 190  7.0  9.0    MM    MM    MM  MM 1008.3  14.6  14.6    MM   MM   MM    MM
2023 01 01 02 00 190  7.0  9.0    MM    MM    MM  MM 1008.3  14.5  14.6    MM   MM -3.7    MM
2023 01 01 01 50 190  7.0  9.0   1.3    11   5.5 272 1008.7  14.5    MM    MM   MM   MM    MM
2023 01 01 01 40 190  8.0 10.0    MM    MM    MM  MM 1009.0  14.7  14.6    MM   MM   MM    MM
2023 01 01 01 30 190  8.0 10.0    MM    MM    MM  MM 1009.1  14.9  14.6    MM   MM   MM    MM
2023 01 01 01 20 200  8.0 10.0   1.3    11   6.1 270 1009.2  15.0  14.6    MM   MM   MM    MM
2023 01 01 01 10 190  8.0 10.0   1.3    MM   6.1 270 1009.6  15.3  14.6    MM   MM   MM    MM
2023 01 01 01 00 190  8.0 11.0    MM    MM    MM  MM 1009.7  15.4    MM    MM   MM -2.8    MM
2023 01 01 00 50 180  7.0 10.0   1.3    11   6.6 272 1009.5  15.4    MM    MM   MM   MM    MM
2023 01 01 00 40 180  7.0 10.0    MM    MM    MM  MM 1009.6  15.4  14.7    MM   MM   MM    MM
2023 01 01 00 30 190  6.0  8.0    MM    MM    MM  MM 1010.0  15.4  14.7    MM   MM   MM    MM
2023 01 01 00 20 190  6.0  8.0   1.3    11   7.4 257 1010.4  15.6  14.7    MM   MM   MM    MM
2023 01 01 00 10 180  5.0  7.0   1.3    MM   7.4 257 1010.7  15.6  14.7    MM   MM   MM    MM
2023 01 01 00 00 170  4.0  5.0    MM    MM    MM  MM 1010.9  15.6  14.7    MM   MM -2.2    MM
2022 12 31 23 50 180  4.0  5.0   1.4    12   7.6 270 1011.1  15.5  14.7    MM   MM   MM    MM
2022 12 31 23 40 160  3.0  5.0    MM    MM    MM  MM 1011.2  15.2  14.7    MM   MM   MM    MM
2022 12 31 23 10 160  2.0  4.0   1.3    MM   7.4 268 1011.7  15.0  14.8    MM   MM   MM    MM
2022 12 31 23 00 170  2.0  3.0    MM    MM    MM  MM 1011.8  15.2    MM    MM   MM -2.4    MM
2022 12 31 22 50 170  2.0  4.0   1.5    MM   7.6 266 1012.3  15.0  14.7    MM   MM   MM    MM
2022 12 31 22 40 150  3.0  4.0   1.5    MM   7.6 266 1011.8  14.9  14.7    MM   MM   MM    MM
2022 12 31 22 30 140  3.0  4.0    MM    MM    MM  MM 1011.9  14.9  14.7    MM   MM   MM    MM
2022 12 31 22 20 130  3.0  4.0   1.3    MM   6.9 264 1012.5  14.9  14.7    MM   MM   MM    MM
2022 12 31 22 10 140  2.0  3.0   1.3    MM   6.9 264 1012.2  14.9  14.7    MM   MM   MM    MM
2022 12 31 22 00 160  2.0  4.0    MM    MM    MM  MM 1012.3  14.9  14.7    MM   MM -2.9    MM
2022 12 31 21 50 170  4.0  5.0   1.5    11   6.9 273 1012.3  14.9    MM    MM   MM   MM    MM
2022 12 31 21 40 180  5.0  7.0    MM    MM    MM  MM 1012.3  14.8  14.7    MM   MM   MM    MM
2022 12 31 21 30 180  6.0  7.0    MM    MM    MM  MM 1012.1  14.7  14.7    MM   MM   MM    MM
2022 12 31 21 20 180  7.0  9.0   1.5    11   7.0 255 1012.4  14.7  14.7    MM   MM   MM    MM
2022 12 31 21 10 190  7.0  8.0    MM    MM    MM  MM 1012.6  14.7  14.7    MM   MM   MM    MM
2022 12 31 21 00 190  7.0  8.0    MM    MM    MM  MM 1013.0  14.8    MM    MM   MM -3.0    MM
2022 12 31 20 50 190  6.0  8.0   1.4    11   6.9 267 1013.2  14.8    MM    MM   MM   MM    MM
2022 12 31 20 40 190  6.0  7.0   1.4    MM   6.9 267 1013.5  14.7  14.7    MM   MM   MM    MM
2022 12 31 20 30 190  6.0  7.0    MM    MM    MM  MM 1013.7  14.7  14.7    MM   MM   MM    MM
2022 12 31 20 20 190  7.0  8.0   1.4    12   6.7 263 1014.3  14.7  14.7    MM   MM   MM    MM
2022 12 31 20 10 190  6.0  8.0    MM    MM    MM  MM 1014.0  14.6  14.7    MM   MM   MM    MM
2022 12 31 20 00 190  6.0  7.0    MM    MM    MM  MM 1014.2  14.7    MM    MM   MM -2.1    MM
2022 12 31 19 50 200  6.0  7.0   1.4    MM   6.9 268 1014.4  14.7    MM    MM   MM   MM    MM
2022 12 31 19 40  MM   MM   MM   1.4    11    MM  MM     MM    MM  14.6    MM   MM   MM    MM
2022 12 31 19 30 200  6.0  7.0    MM    MM    MM  MM 1014.9  14.9  14.6    MM   MM   MM    MM
2022 12 31 19 20 210  5.0  7.0   1.5    11   7.2 266 1015.1  14.9  14.6    MM   MM   MM    MM
2022 12 31 19 10 210  6.0  7.0   1.5    MM   7.2 266 1015.2  14.9  14.6    MM   MM   MM    MM
2022 12 31 19 00 200  6.0  7.0    MM    MM    MM  MM 1015.3  14.8    MM    MM   MM -0.6    MM
2022 12 31 18 50 200  6.0  8.0   1.5    11   7.3 261 1015.5  14.9    MM    MM   MM   MM    MM
2022 12 31 18 40 190  7.0  8.0   1.5    MM   7.3 261 1015.6  14.9  14.6    MM   MM   MM    MM
2022 12 31 18 30 200  6.0  7.0    MM    MM    MM  MM 1015.6  14.7  14.6    MM   MM   MM    MM
2022 12 31 18 20 200  6.0  7.0   1.5    11   7.5 258 1015.8  14.7  14.6    MM   MM   MM    MM
2022 12 31 18 10 190  5.0  7.0   1.5    MM   7.5 258 1015.9  14.8  14.6    MM   MM   MM    MM
2022 12 31 18 00 200  5.0  6.0    MM    MM    MM  MM 1016.0  14.7    MM    MM   MM +0.8    MM
2022 12 31 17 50 180  5.0  6.0   1.6    11   7.4 255 1016.1  14.8    MM    MM   MM   MM    MM
2022 12 31 17 40 180  5.0  7.0   1.6    MM   7.4 255 1016.2  14.8  14.6    MM   MM   MM    MM
2022 12 31 17 30 190  6.0  8.0    MM    MM    MM  MM 1016.3  14.8  14.6    MM   MM   MM    MM
2022 12 31 17 20 190  6.0  7.0   1.3    11   6.8 254 1016.2  14.8  14.7    MM   MM   MM    MM
2022 12 31 17 10 190  5.0  6.0   1.3    MM   6.8 254 1016.2  14.8  14.7    MM   MM   MM    MM
2022 12 31 17 00 200  5.0  7.0    MM    MM    MM  MM 1016.3  14.8    MM    MM   MM +1.8    MM
2022 12 31 16 50 200  5.0  6.0   1.5    11   7.4 256 1016.7  14.8  14.7    MM   MM   MM    MM
2022 12 31 16 40 200  5.0  6.0    MM    MM    MM  MM 1016.2  14.8  14.7    MM   MM   MM    MM
2022 12 31 16 30 200  5.0  7.0    MM    MM    MM  MM 1016.2  14.9  14.7    MM   MM   MM    MM
2022 12 31 16 20 190  5.0  7.0   1.4    11   7.5 253 1016.1  14.9  14.7    MM   MM   MM    MM
2022 12 31 16 10 180  5.0  6.0    MM    MM    MM  MM 1016.0  15.0  14.7    MM   MM   MM    MM
2022 12 31 16 00 180  5.0  7.0    MM    MM    MM  MM 1015.9  15.1    MM    MM   MM +1.0    MM
2022 12 31 15 50 170  4.0  6.0   1.5    11   8.0 254 1015.8  14.9    MM    MM   MM   MM    MM
2022 12 31 15 40 170  4.0  5.0   1.5    MM   8.0 254 1015.6  14.9  14.6    MM   MM   MM    MM
2022 12 31 15 30 170  4.0  5.0    MM    MM    MM  MM 1015.5  14.9  14.6    MM   MM   MM    MM
2022 12 31 15 20 190  5.0  6.0   1.4    11   7.4 252 1015.4  14.7  14.6    MM   MM   MM    MM
2022 12 31 15 10 210  5.0  6.0   1.4    MM   7.4 252 1015.3  14.7  14.6    MM   MM   MM    MM
2022 12 31 15 00 190  3.0  4.0    MM    MM    MM  MM 1015.3  14.8    MM    MM   MM -0.3    MM
2022 12 31 14 50 170  3.0  4.0   1.3    11   7.3 256 1015.1  14.7    MM    MM   MM   MM    MM
2022 12 31 14 40 150  3.0  4.0   1.3    MM   7.3 256 1015.0  14.8  14.5    MM   MM   MM    MM
2022 12 31 14 30 140  2.0  4.0    MM    MM    MM  MM 1014.9  14.8  14.5    MM   MM   MM    MM
2022 12 31 14 20 120  3.0  5.0   1.3    10   7.3 262 1014.8  14.9  14.5    MM   MM   MM    MM
2022 12 31 14 10 140  4.0  5.0   1.3    MM   7.3 262 1014.6  15.1  14.5    MM   MM   MM    MM
2022 12 31 14 00 180  3.0  4.0    MM    MM    MM  MM 1014.5  15.4    MM    MM   MM -1.7    MM
2022 12 31 13 50 200  3.0  4.0   1.4    MM   7.6 268 1014.9  15.5  14.5    MM   MM   MM    MM
2022 12 31 13 40 200  3.0  5.0   1.4    MM   7.6 268 1014.5  15.5  14.5    MM   MM   MM    MM
2022 12 31 13 30 210  3.0  6.0    MM    MM    MM  MM 1014.7  15.2  14.5    MM   MM   MM    MM
2022 12 31 13 20 220  3.0  4.0   1.3    11   6.7 263 1014.7  15.1    MM    MM   MM   MM    MM
2022 12 31 13 10 210  3.0  4.0   1.3    MM   6.7 263 1014.7  15.0  14.4    MM   MM   MM    MM
2022 12 31 13 00 230  3.0  5.0    MM    MM    MM  MM 1014.8  15.0    MM    MM   MM -1.9    MM
2022 12 31 12 50 240  4.0  5.0   1.3    11   7.3 267 1014.9  14.8    MM    MM   MM   MM    MM
2022 12 31 12 40 250  2.0  5.0   1.3    MM   7.3 267 1015.0  14.7  14.4    MM   MM   MM    MM
2022 12 31 12 30 290  1.0  2.0    MM    MM    MM  MM 1015.1  14.7  14.4    MM   MM   MM    MM
2022 12 31 12 20 290  2.0  2.0   1.2    11   7.2 257 1015.2  14.7    MM    MM   MM   MM    MM
2022 12 31 12 10 280  1.0  3.0   1.2    MM   7.2 257 1015.4  14.7  14.4    MM   MM   MM    MM
2022 12 31 12 00 280  1.0  2.0    MM    MM    MM  MM 1015.6  14.7  14.4    MM   MM -1.7    MM
2022 12 31 11 50  MM  0.0  1.0   1.2    12   7.0 270 1015.7  14.7    MM    MM   MM   MM    MM
2022 12 31 11 40 310  1.0  3.0    MM    MM    MM  MM 1015.9  14.7  14.3    MM   MM   MM    MM
2022 12 31 11 30 350  2.0  2.0    MM    MM    MM  MM 1016.0  14.6  14.3    MM   MM   MM    MM
2022 12 31 11 20  10  2.0  3.0   1.3    MM   7.5 267 1016.5  14.6  14.3    MM   MM   MM    MM
2022 12 31 11 10 320  1.0  2.0   1.3    MM   7.5 267 1016.2  14.7  14.3    MM   MM   MM    MM
2022 12 31 11 00 340  1.0  3.0    MM    MM    MM  MM 1016.2  14.7    MM    MM   MM -1.7    MM
2022 12 31 10 50 320  1.0  2.0   1.2    MM   7.6 272 1016.7  14.7  14.3    MM   MM   MM    MM
2022 12 31 10 40 330  2.0  2.0   1.2    MM   7.6 272 1016.4  14.7  14.3    MM   MM   MM    MM
2022 12 31 10 30 300  2.0  3.0    MM    MM    MM  MM 1016.5  14.7  14.3    MM   MM   MM    MM
2022 12 31 10 20 330  2.0  3.0   1.2    11   7.6 272 1016.6  14.7    MM    MM   MM   MM    MM
2022 12 31 10 10 320  2.0  3.0   1.2    MM   7.6 272 1016.7  14.8  14.3    MM   MM   MM    MM
2022 12 31 10 00 300  3.0  4.0    MM    MM    MM  MM 1016.7  14.9    MM    MM   MM -1.5    MM
2022 12 31 09 50 290  3.0  5.0   1.3    12   8.1 265 1017.3  14.9  14.3    MM   MM   MM    MM
2022 12 31 09 40 290  3.0  5.0    MM    MM    MM  MM 1017.0  14.8  14.3    MM   MM   MM    MM
2022 12 31 09 30 300  2.0  4.0    MM    MM    MM  MM 1017.0  14.8  14.3    MM   MM   MM    MM
2022 12 31 09 20 300  3.0  4.0   1.2    12   7.6 256 1017.2  14.8    MM    MM   MM   MM    MM
2022 12 31 09 10 290  3.0  5.0   1.2    MM   7.6 256 1017.3  14.8  14.4    MM   MM   MM    MM
2022 12 31 09 00 290  4.0  5.0    MM    MM    MM  MM 1017.3  14.8    MM    MM   MM -1.0    MM
2022 12 31 08 50 280  3.0  4.0   1.2    MM   7.5 265 1017.8  14.8  14.4    MM   MM   MM    MM
2022 12 31 08 40 280  3.0  5.0   1.2    MM   7.5 265 1017.4  14.7  14.4    MM   MM   MM    MM
2022 12 31 08 30 270  3.0  4.0    MM    MM    MM  MM 1017.6  14.7  14.3    MM   MM   MM    MM
2022 12 31 08 20 270  4.0  5.0   1.3    12   7.2 262 1017.7  14.7    MM    MM   MM   MM    MM
2022 12 31 08 10 260  4.0  5.0    MM    MM    MM  MM 1017.9  14.7  14.4    MM   MM   MM    MM
2022 12 31 08 00 270  4.0  5.0    MM    MM    MM  MM 1017.9  14.7    MM    MM   MM -0.5    MM
2022 12 31 07 50 280  4.0  5.0   1.3    11   6.7 264 1018.1  14.7    MM    MM   MM   MM    MM
2022 12 31 07 40 270  4.0  5.0   1.3    MM   6.7 264 1018.1  14.7  14.3    MM   MM   MM    MM
2022 12 31 07 30 260  4.0  5.0    MM    MM    MM  MM 1018.3  14.7  14.3    MM   MM   MM    MM
2022 12 31 07 20 270  5.0  6.0   1.3    12   6.8 258 1018.3  14.7    MM    MM   MM   MM    MM
2022 12 31 07 10 270  5.0  7.0   1.3    MM   6.8 258 1018.3  14.7  14.3    MM   MM   MM    MM
2022 12 31 07 00 270  5.0  7.0    MM    MM    MM  MM 1018.4  14.7    MM    MM   MM +0.3    MM
2022 12 31 06 50 270  3.0  5.0   1.3    12   6.9 264 1018.4  14.7  14.3    MM   MM   MM    MM
2022 12 31 06 40 290  2.0  3.0   1.3    MM   6.9 264 1018.3  14.7  14.3    MM   MM   MM    MM
2022 12 31 06 30 300  2.0  3.0    MM    MM    MM  MM 1018.4  14.7  14.4    MM   MM   MM    MM
2022 12 31 06 20 280  3.0  4.0   1.3    11   6.9 267 1018.3  14.7    MM    MM   MM   MM    MM
2022 12 31 06 10 260  2.0  4.0   1.3    MM   6.9 267 1018.4  14.8  14.4    MM   MM   MM    MM
2022 12 31 06 00 260  3.0  4.0    MM    MM    MM  MM 1018.3  14.8    MM    MM   MM +0.4    MM
2022 12 31 05 50 270  3.0  4.0   1.3    MM   6.6 261 1018.8  14.8  14.4    MM   MM   MM    MM
2022 12 31 05 40 270  4.0  5.0   1.3    MM   6.6 261 1018.4  14.8  14.4    MM   MM   MM    MM
2022 12 31 05 30 270  4.0  5.0    MM    MM    MM  MM 1018.4  14.7  14.4    MM   MM   MM    MM
2022 12 31 05 20 270  4.0  5.0   1.3     9   6.5 257 1018.4  14.7    MM    MM   MM   MM    MM
2022 12 31 05 10 260  4.0  5.0   1.3    MM   6.5 257 1018.4  14.7  14.4    MM   MM   MM    MM
2022 12 31 05 00 260  4.0  6.0    MM    MM    MM  MM 1018.4  14.7  14.4    MM   MM +0.5    MM
2022 12 31 04 50 270  4.0  6.0   1.5    13   6.7 264 1018.4  14.6    MM    MM   MM   MM    MM
2022 12 31 04 40 270  5.0  6.0   1.5    MM   6.7 264 1018.4  14.6  14.4    MM   MM   MM    MM
2022 12 31 04 30 260  5.0  6.0    MM    MM    MM  MM 1018.3  14.6  14.4    MM   MM   MM    MM
2022 12 31 04 20 260  6.0  7.0   1.4    11   6.5 265 1018.2  14.6    MM    MM   MM   MM    MM
2022 12 31 04 10 260  6.0  8.0   1.4    MM   6.5 265 1018.1  14.6  14.4    MM   MM   MM    MM
2022 12 31 04 00 260  6.0  8.0    MM    MM    MM  MM 1018.1  14.6    MM    MM   MM +0.0    MM
2022 12 31 03 50 260  6.0  7.0   1.3    11   6.5 262 1018.0  14.6    MM    MM   MM   MM    MM
2022 12 31 03 40 260  5.0  7.0   1.3    MM   6.5 262 1017.9  14.6  14.5    MM   MM   MM    MM
2022 12 31 03 30 260  4.0  6.0    MM    MM    MM  MM 1017.9  14.6  14.5    MM   MM   MM    MM
2022 12 31 03 20 260  5.0  6.0   1.4    11   6.5 251 1017.9  14.6    MM    MM   MM   MM    MM
2022 12 31 03 10 260  5.0  6.0    MM    MM    MM  MM 1017.8  14.5  14.5    MM   MM   MM    MM
2022 12 31 03 00 270  5.0  7.0    MM    MM    MM  MM 1017.8  14.5    MM    MM   MM +0.0    MM
2022 12 31 02 50 270  3.0  5.0   1.4    12   7.8 257 1017.9  14.4  14.5    MM   MM   MM    MM
2022 12 31 02 40 270  3.0  4.0   1.4    MM   7.8 257 1017.9  14.4  14.5    MM   MM   MM    MM
2022 12 31 02 30 270  3.0  5.0    MM    MM    MM  MM 1017.9  14.3  14.5    MM   MM   MM    MM
2022 12 31 02 20 270  4.0  5.0   1.3    13   8.3 257 1017.9  14.3    MM    MM   MM   MM    MM
2022 12 31 02 10 280  4.0  6.0   1.3    MM   8.3 257 1017.9  14.2  14.6    MM   MM   MM    MM
2022 12 31 02 00 290  4.0  5.0    MM    MM    MM  MM 1017.9  14.2    MM    MM   MM +0.0    MM
2022 12 31 01 50 280  5.0  6.0   1.5    13   8.9 261 1017.8  14.2    MM    MM   MM   MM    MM
2022 12 31 01 40 290  4.0  5.0    MM    MM    MM  MM 1017.9  14.3  14.6    MM   MM   MM    MM
2022 12 31 01 30 290  3.0  4.0    MM    MM    MM  MM 1017.9  14.2  14.6    MM   MM   MM    MM
2022 12 31 01 20 310  2.0  3.0   1.4    11   9.0 254 1018.0  14.2    MM    MM   MM   MM    MM
2022 12 31 01 10 290  2.0  4.0   1.4    MM   9.0 254 1017.9  14.2  14.6    MM   MM   MM    MM
2022 12 31 01 00 300  2.0  3.0    MM    MM    MM  MM 1017.9  14.1    MM    MM   MM -0.3    MM
2022 12 31 00 50 300  1.0  3.0   1.4    11   8.8 261 1017.9  14.1    MM    MM   MM   MM    MM
2022 12 31 00 40 310  1.0  2.0   1.4    MM   8.8 261 1018.1  13.9  14.7    MM   MM   MM    MM
2022 12 31 00 30 340  1.0  2.0    MM    MM    MM  MM 1018.0  13.8  14.7    MM   MM   MM    MM
2022 12 31 00 20 310  2.0  3.0   1.5    12   9.3 257 1018.0  13.8    MM    MM   MM   MM    MM
2022 12 31 00 10 310  2.0  3.0   1.5    MM   9.3 257 1018.0  13.8  14.8    MM   MM   MM    MM
2022 12 31 00 00 320  2.0  3.0    MM    MM    MM  MM 1018.0  13.8    MM    MM   MM -0.3    MM
2022 12 30 23 50 290  2.0  3.0   1.4    MM   8.7 256 1018.2  13.9  14.8    MM   MM   MM    MM
2022 12 30 23 40 300  2.0  3.0    MM    MM    MM  MM 1017.8  13.9  14.9    MM   MM   MM    MM
2022 12 30 23 30 280  2.0  3.0    MM    MM    MM  MM 1017.7  14.0  14.9    MM   MM   MM    MM
2022 12 30 23 20 300  1.0  3.0   1.4    11   8.9 256 1017.8  13.9  14.9    MM   MM   MM    MM
2022 12 30 23 10 280  2.0  3.0    MM    MM    MM  MM 1017.8  14.0  15.0    MM   MM   MM    MM
2022 12 30 23 00 230  1.0  2.0    MM    MM    MM  MM 1017.8  13.9    MM    MM   MM -1.4    MM
2022 12 30 22 50 210  1.0  2.0   1.6    12   9.4 256 1017.8  13.9    MM    MM   MM   MM    MM
2022 12 30 22 40 190  1.0  2.0   1.6    MM   9.4 256 1017.7  13.9  14.9    MM   MM   MM    MM
2022 12 30 22 30 170  1.0  1.0    MM    MM    MM  MM 1017.8  13.9  14.9    MM   MM   MM    MM
2022 12 30 22 20  MM  0.0  1.0   1.6    12   9.5 256 1018.0  13.9    MM    MM   MM   MM    MM
2022 12 30 22 10  MM  0.0  1.0   1.6    MM   9.5 256 1018.0  13.9  14.8    MM   MM   MM    MM
2022 12 30 22 00 180  1.0  1.0    MM    MM    MM  MM 1018.1  13.8    MM    MM   MM -1.6    MM
2022 12 30 21 50  50  1.0  1.0   1.6    MM   9.6 254 1018.6  13.8  14.8    MM   MM   MM    MM
2022 12 30 21 40 100  1.0  2.0   1.6    MM   9.6 254 1018.2  13.7  14.8    MM   MM   MM    MM
2022 12 30 21 30 100  1.0  2.0    MM    MM    MM  MM 1018.2  13.6  14.8    MM   MM   MM    MM
2022 12 30 21 20 110  2.0  3.0   1.4    13   9.1 257 1018.2  13.6  14.8    MM   MM   MM    MM
2022 12 30 21 10 120  2.0  3.0   1.4    MM   9.1 257 1018.1  13.6  14.9    MM   MM   MM    MM
2022 12 30 21 00 110  2.0  3.0    MM    MM    MM  MM 1018.3  13.6    MM    MM   MM -1.4    MM
2022 12 30 20 50 120  2.0  2.0   1.5    13   9.5 255 1018.4  13.6  14.9    MM   MM   MM    MM
2022 12 30 20 40 130  1.0  2.0    MM    MM    MM  MM 1018.7  13.6  14.8    MM   MM   MM    MM
2022 12 30 20 30 130  1.0  2.0    MM    MM    MM  MM 1019.0  13.6  14.8    MM   MM   MM    MM
2022 12 30 20 20 120  1.0  2.0   1.4    13   9.2 252 1019.0  13.5    MM    MM   MM   MM    MM
2022 12 30 20 10 120  1.0  3.0   1.4    MM   9.2 252 1019.2  13.5  14.8    MM   MM   MM    MM
